history_id,opportunity_id,stage,entered_at,exited_at
H005118,O01330,Prospecting,2024-08-13,2024-08-18
H005119,O01330,Qualification,2024-08-18,2024-08-20
H005120,O01330,Proposal,2024-08-20,2024-09-06
H005121,O01330,Negotiation,2024-09-06,2024-10-04
H005122,O01330,Closed Won,2024-10-04,
H005123,O01331,Prospecting,2026-03-11,
H005124,O01332,Prospecting,2024-08-13,2024-09-23
H005125,O01332,Qualification,2024-09-23,2024-09-25
H005126,O01332,Closed Lost,2024-09-25,
H005127,O01333,Prospecting,2026-05-18,2026-05-21
H005128,O01333,Qualification,2026-05-21,2026-05-28
H005129,O01333,Proposal,2026-05-28,2026-05-29
H005130,O01333,Negotiation,2026-05-29,
H005131,O01334,Prospecting,2025-03-23,2025-04-16
H005132,O01334,Qualification,2025-04-16,2025-06-11
H005133,O01334,Proposal,2025-06-11,2025-07-03
H005134,O01334,Negotiation,2025-07-03,2025-07-08
H005135,O01334,Closed Won,2025-07-08,
H005136,O01335,Prospecting,2025-07-13,2025-08-22
H005137,O01335,Qualification,2025-08-22,2025-09-21
H005138,O01335,Proposal,2025-09-21,2025-10-15
H005139,O01335,Negotiation,2025-10-15,2025-10-22
H005140,O01335,Closed Lost,2025-10-22,
H005141,O01336,Prospecting,2026-03-03,2026-03-15
H005142,O01336,Qualification,2026-03-15,2026-04-30
H005143,O01336,Proposal,2026-04-30,
H005144,O01337,Prospecting,2024-07-28,2024-07-28
H005145,O01337,Qualification,2024-07-28,2024-08-10
H005146,O01337,Proposal,2024-08-10,2024-08-23
H005147,O01337,Negotiation,2024-08-23,2024-09-06
H005148,O01337,Closed Won,2024-09-06,
H005149,O01338,Prospecting,2024-07-14,2024-07-19
H005150,O01338,Qualification,2024-07-19,2024-08-22
H005151,O01338,Closed Lost,2024-08-22,
H005152,O01339,Prospecting,2026-05-12,2026-05-17
H005153,O01339,Qualification,2026-05-17,2026-05-23
H005154,O01339,Proposal,2026-05-23,
H005155,O01340,Prospecting,2025-04-04,2025-04-09
H005156,O01340,Qualification,2025-04-09,2025-04-20
H005157,O01340,Proposal,2025-04-20,2025-04-24
H005158,O01340,Negotiation,2025-04-24,2025-04-28
H005159,O01340,Closed Won,2025-04-28,
H005160,O01341,Prospecting,2025-02-23,2025-03-23
H005161,O01341,Qualification,2025-03-23,2025-05-18
H005162,O01341,Closed Lost,2025-05-18,
H005163,O01342,Prospecting,2025-02-15,2025-02-28
H005164,O01342,Qualification,2025-02-28,2025-03-03
H005165,O01342,Proposal,2025-03-03,2025-03-11
H005166,O01342,Negotiation,2025-03-11,2025-03-17
H005167,O01342,Closed Won,2025-03-17,
H005168,O01343,Prospecting,2024-12-27,2025-01-04
H005169,O01343,Qualification,2025-01-04,2025-01-12
H005170,O01343,Proposal,2025-01-12,2025-01-28
H005171,O01343,Negotiation,2025-01-28,2025-02-07
H005172,O01343,Closed Won,2025-02-07,
H005173,O01344,Prospecting,2024-07-19,2024-09-25
H005174,O01344,Closed Lost,2024-09-25,
H005175,O01345,Prospecting,2026-01-29,2026-02-04
H005176,O01345,Qualification,2026-02-04,2026-02-17
H005177,O01345,Proposal,2026-02-17,2026-02-26
H005178,O01345,Negotiation,2026-02-26,2026-03-09
H005179,O01345,Closed Won,2026-03-09,
H005180,O01346,Prospecting,2024-06-09,2024-06-09
H005181,O01346,Qualification,2024-06-09,2024-08-22
H005182,O01346,Proposal,2024-08-22,2024-08-26
H005183,O01346,Negotiation,2024-08-26,2024-10-02
H005184,O01346,Closed Won,2024-10-02,
H005185,O01347,Prospecting,2024-05-31,2024-06-19
H005186,O01347,Qualification,2024-06-19,2024-06-20
H005187,O01347,Proposal,2024-06-20,2024-07-23
H005188,O01347,Negotiation,2024-07-23,2024-07-24
H005189,O01347,Closed Won,2024-07-24,
H005190,O01348,Prospecting,2024-09-05,2024-10-11
H005191,O01348,Qualification,2024-10-11,2024-11-01
H005192,O01348,Proposal,2024-11-01,2024-11-26
H005193,O01348,Negotiation,2024-11-26,2024-12-20
H005194,O01348,Closed Won,2024-12-20,
H005195,O01349,Prospecting,2025-12-29,2026-01-12
H005196,O01349,Qualification,2026-01-12,2026-02-14
H005197,O01349,Proposal,2026-02-14,2026-03-03
H005198,O01349,Negotiation,2026-03-03,2026-03-17
H005199,O01349,Closed Lost,2026-03-17,
H005200,O01350,Prospecting,2025-06-05,2025-07-23
H005201,O01350,Qualification,2025-07-23,2025-07-29
H005202,O01350,Closed Lost,2025-07-29,
H005203,O01351,Prospecting,2026-04-01,2026-04-22
H005204,O01351,Qualification,2026-04-22,2026-04-23
H005205,O01351,Proposal,2026-04-23,2026-04-28
H005206,O01351,Negotiation,2026-04-28,2026-05-01
H005207,O01351,Closed Won,2026-05-01,
H005208,O01352,Prospecting,2026-03-23,2026-04-15
H005209,O01352,Qualification,2026-04-15,2026-05-03
H005210,O01352,Proposal,2026-05-03,2026-05-09
H005211,O01352,Negotiation,2026-05-09,
H005212,O01353,Prospecting,2026-05-05,
H005213,O01354,Prospecting,2025-05-31,2025-07-10
H005214,O01354,Qualification,2025-07-10,2025-07-10
H005215,O01354,Proposal,2025-07-10,2025-07-23
H005216,O01354,Closed Lost,2025-07-23,
H005217,O01355,Prospecting,2026-01-29,2026-02-05
H005218,O01355,Qualification,2026-02-05,2026-04-21
H005219,O01355,Proposal,2026-04-21,2026-04-28
H005220,O01355,Negotiation,2026-04-28,2026-05-09
H005221,O01355,Closed Won,2026-05-09,
H005222,O01356,Prospecting,2024-11-20,2024-11-22
H005223,O01356,Qualification,2024-11-22,2024-12-10
H005224,O01356,Proposal,2024-12-10,2024-12-16
H005225,O01356,Closed Lost,2024-12-16,
H005226,O01357,Prospecting,2024-08-19,2024-09-01
H005227,O01357,Qualification,2024-09-01,2024-09-03
H005228,O01357,Proposal,2024-09-03,2024-09-04
H005229,O01357,Negotiation,2024-09-04,2024-11-05
H005230,O01357,Closed Won,2024-11-05,
H005231,O01358,Prospecting,2024-08-08,2024-09-04
H005232,O01358,Qualification,2024-09-04,2024-11-03
H005233,O01358,Closed Lost,2024-11-03,
H005234,O01359,Prospecting,2026-05-23,
H005235,O01360,Prospecting,2026-01-21,2026-01-29
H005236,O01360,Qualification,2026-01-29,2026-02-22
H005237,O01360,Proposal,2026-02-22,2026-03-02
H005238,O01360,Negotiation,2026-03-02,2026-03-31
H005239,O01360,Closed Won,2026-03-31,
H005240,O01361,Prospecting,2026-03-02,2026-04-18
H005241,O01361,Qualification,2026-04-18,2026-05-17
H005242,O01361,Proposal,2026-05-17,
H005243,O01362,Prospecting,2026-04-13,2026-04-28
H005244,O01362,Qualification,2026-04-28,2026-05-07
H005245,O01362,Proposal,2026-05-07,2026-05-20
H005246,O01362,Negotiation,2026-05-20,
H005247,O01363,Prospecting,2024-09-19,2024-10-09
H005248,O01363,Qualification,2024-10-09,2024-10-25
H005249,O01363,Proposal,2024-10-25,2024-10-29
H005250,O01363,Negotiation,2024-10-29,2024-10-30
H005251,O01363,Closed Won,2024-10-30,
H005252,O01364,Prospecting,2025-03-21,2025-04-10
H005253,O01364,Qualification,2025-04-10,2025-04-30
H005254,O01364,Proposal,2025-04-30,2025-05-26
H005255,O01364,Closed Lost,2025-05-26,
H005256,O01365,Prospecting,2024-05-27,2024-05-29
H005257,O01365,Qualification,2024-05-29,2024-07-28
H005258,O01365,Closed Lost,2024-07-28,
H005259,O01366,Prospecting,2024-07-14,2024-08-23
H005260,O01366,Qualification,2024-08-23,2024-09-01
H005261,O01366,Closed Lost,2024-09-01,
H005262,O01367,Prospecting,2026-03-10,2026-04-18
H005263,O01367,Qualification,2026-04-18,
H005264,O01368,Prospecting,2026-03-30,2026-05-12
H005265,O01368,Closed Lost,2026-05-12,
H005266,O01369,Prospecting,2025-09-15,2025-10-06
H005267,O01369,Qualification,2025-10-06,2025-12-08
H005268,O01369,Proposal,2025-12-08,2025-12-22
H005269,O01369,Negotiation,2025-12-22,2025-12-23
H005270,O01369,Closed Won,2025-12-23,
H005271,O01370,Prospecting,2026-02-18,2026-02-25
H005272,O01370,Qualification,2026-02-25,2026-04-07
H005273,O01370,Proposal,2026-04-07,2026-04-15
H005274,O01370,Negotiation,2026-04-15,2026-04-16
H005275,O01370,Closed Lost,2026-04-16,
H005276,O01371,Prospecting,2026-03-10,2026-05-15
H005277,O01371,Qualification,2026-05-15,
H005278,O01372,Prospecting,2026-01-12,2026-02-09
H005279,O01372,Qualification,2026-02-09,2026-02-09
H005280,O01372,Proposal,2026-02-09,2026-02-10
H005281,O01372,Negotiation,2026-02-10,2026-02-26
H005282,O01372,Closed Won,2026-02-26,
H005283,O01373,Prospecting,2025-06-30,2025-07-10
H005284,O01373,Qualification,2025-07-10,2025-07-17
H005285,O01373,Proposal,2025-07-17,2025-07-28
H005286,O01373,Negotiation,2025-07-28,2025-08-20
H005287,O01373,Closed Won,2025-08-20,
H005288,O01374,Prospecting,2026-03-13,2026-03-22
H005289,O01374,Qualification,2026-03-22,2026-03-27
H005290,O01374,Proposal,2026-03-27,2026-04-09
H005291,O01374,Negotiation,2026-04-09,2026-04-13
H005292,O01374,Closed Lost,2026-04-13,
H005293,O01375,Prospecting,2025-05-24,2025-06-05
H005294,O01375,Qualification,2025-06-05,2025-06-15
H005295,O01375,Proposal,2025-06-15,2025-06-27
H005296,O01375,Negotiation,2025-06-27,2025-06-30
H005297,O01375,Closed Won,2025-06-30,
H005298,O01376,Prospecting,2026-03-05,2026-04-11
H005299,O01376,Qualification,2026-04-11,2026-05-12
H005300,O01376,Closed Lost,2026-05-12,
H005301,O01377,Prospecting,2024-07-04,2024-08-03
H005302,O01377,Qualification,2024-08-03,2024-08-06
H005303,O01377,Proposal,2024-08-06,2024-08-11
H005304,O01377,Negotiation,2024-08-11,2024-08-15
H005305,O01377,Closed Lost,2024-08-15,
H005306,O01378,Prospecting,2026-04-12,2026-05-28
H005307,O01378,Qualification,2026-05-28,
H005308,O01379,Prospecting,2026-03-14,2026-04-01
H005309,O01379,Qualification,2026-04-01,2026-04-28
H005310,O01379,Proposal,2026-04-28,2026-05-02
H005311,O01379,Negotiation,2026-05-02,
H005312,O01380,Prospecting,2025-01-06,2025-01-27
H005313,O01380,Qualification,2025-01-27,2025-02-10
H005314,O01380,Proposal,2025-02-10,2025-03-09
H005315,O01380,Negotiation,2025-03-09,2025-03-13
H005316,O01380,Closed Won,2025-03-13,
H005317,O01381,Prospecting,2025-09-17,2025-10-20
H005318,O01381,Qualification,2025-10-20,2026-01-09
H005319,O01381,Closed Lost,2026-01-09,
H005320,O01382,Prospecting,2026-05-14,2026-05-15
H005321,O01382,Qualification,2026-05-15,2026-05-24
H005322,O01382,Proposal,2026-05-24,2026-05-29
H005323,O01382,Negotiation,2026-05-29,
H005324,O01383,Prospecting,2025-07-25,2025-08-07
H005325,O01383,Qualification,2025-08-07,2025-08-19
H005326,O01383,Proposal,2025-08-19,2025-08-22
H005327,O01383,Negotiation,2025-08-22,2025-09-05
H005328,O01383,Closed Won,2025-09-05,
H005329,O01384,Prospecting,2025-03-31,2025-04-19
H005330,O01384,Qualification,2025-04-19,2025-05-15
H005331,O01384,Proposal,2025-05-15,2025-06-14
H005332,O01384,Negotiation,2025-06-14,2025-06-21
H005333,O01384,Closed Won,2025-06-21,
H005334,O01385,Prospecting,2026-03-19,2026-03-22
H005335,O01385,Qualification,2026-03-22,2026-05-11
H005336,O01385,Proposal,2026-05-11,
H005337,O01386,Prospecting,2025-09-13,2025-10-24
H005338,O01386,Qualification,2025-10-24,2025-10-28
H005339,O01386,Proposal,2025-10-28,2025-11-13
H005340,O01386,Negotiation,2025-11-13,2025-12-12
H005341,O01386,Closed Won,2025-12-12,
H005342,O01387,Prospecting,2025-05-17,2025-06-07
H005343,O01387,Qualification,2025-06-07,2025-06-30
H005344,O01387,Proposal,2025-06-30,2025-07-28
H005345,O01387,Negotiation,2025-07-28,2025-09-08
H005346,O01387,Closed Won,2025-09-08,
H005347,O01388,Prospecting,2026-03-07,2026-04-01
H005348,O01388,Qualification,2026-04-01,
H005349,O01389,Prospecting,2025-03-25,2025-06-26
H005350,O01389,Closed Lost,2025-06-26,
H005351,O01390,Prospecting,2026-05-14,
H005352,O01391,Prospecting,2025-04-22,2025-07-26
H005353,O01391,Closed Lost,2025-07-26,
H005354,O01392,Prospecting,2026-01-17,2026-02-12
H005355,O01392,Qualification,2026-02-12,2026-02-13
H005356,O01392,Closed Lost,2026-02-13,
H005357,O01393,Prospecting,2024-09-26,2024-10-01
H005358,O01393,Qualification,2024-10-01,2024-10-01
H005359,O01393,Proposal,2024-10-01,2024-10-03
H005360,O01393,Negotiation,2024-10-03,2024-10-30
H005361,O01393,Closed Won,2024-10-30,
H005362,O01394,Prospecting,2026-04-23,2026-04-27
H005363,O01394,Qualification,2026-04-27,2026-05-18
H005364,O01394,Proposal,2026-05-18,2026-05-22
H005365,O01394,Negotiation,2026-05-22,
H005366,O01395,Prospecting,2024-06-12,2024-06-13
H005367,O01395,Qualification,2024-06-13,2024-06-17
H005368,O01395,Proposal,2024-06-17,2024-06-26
H005369,O01395,Negotiation,2024-06-26,2024-07-25
H005370,O01395,Closed Won,2024-07-25,
H005371,O01396,Prospecting,2026-03-27,2026-04-08
H005372,O01396,Qualification,2026-04-08,
H005373,O01397,Prospecting,2026-02-26,2026-03-19
H005374,O01397,Qualification,2026-03-19,2026-04-26
H005375,O01397,Proposal,2026-04-26,2026-05-15
H005376,O01397,Closed Lost,2026-05-15,
H005377,O01398,Prospecting,2026-01-31,2026-03-12
H005378,O01398,Qualification,2026-03-12,2026-04-11
H005379,O01398,Closed Lost,2026-04-11,
H005380,O01399,Prospecting,2024-05-18,2024-05-30
H005381,O01399,Qualification,2024-05-30,2024-06-17
H005382,O01399,Proposal,2024-06-17,2024-06-22
H005383,O01399,Negotiation,2024-06-22,2024-06-23
H005384,O01399,Closed Won,2024-06-23,
H005385,O01400,Prospecting,2024-05-02,2024-06-06
H005386,O01400,Qualification,2024-06-06,2024-08-13
H005387,O01400,Closed Lost,2024-08-13,
H005388,O01401,Prospecting,2024-12-21,2024-12-29
H005389,O01401,Qualification,2024-12-29,2025-01-01
H005390,O01401,Proposal,2025-01-01,2025-01-03
H005391,O01401,Negotiation,2025-01-03,2025-01-22
H005392,O01401,Closed Won,2025-01-22,
H005393,O01402,Prospecting,2026-03-18,2026-03-23
H005394,O01402,Qualification,2026-03-23,
H005395,O01403,Prospecting,2026-03-08,2026-03-21
H005396,O01403,Qualification,2026-03-21,2026-03-27
H005397,O01403,Proposal,2026-03-27,2026-04-18
H005398,O01403,Negotiation,2026-04-18,
H005399,O01404,Prospecting,2024-07-27,2024-07-29
H005400,O01404,Qualification,2024-07-29,2024-08-10
H005401,O01404,Proposal,2024-08-10,2024-08-21
H005402,O01404,Negotiation,2024-08-21,2024-11-16
H005403,O01404,Closed Lost,2024-11-16,
H005404,O01405,Prospecting,2025-01-23,2025-02-05
H005405,O01405,Qualification,2025-02-05,2025-03-02
H005406,O01405,Proposal,2025-03-02,2025-03-05
H005407,O01405,Negotiation,2025-03-05,2025-03-24
H005408,O01405,Closed Won,2025-03-24,
H005409,O01406,Prospecting,2026-01-21,2026-01-29
H005410,O01406,Qualification,2026-01-29,2026-01-31
H005411,O01406,Proposal,2026-01-31,2026-02-10
H005412,O01406,Negotiation,2026-02-10,2026-02-12
H005413,O01406,Closed Won,2026-02-12,
H005414,O01407,Prospecting,2026-05-20,
H005415,O01408,Prospecting,2025-01-08,2025-01-13
H005416,O01408,Qualification,2025-01-13,2025-02-11
H005417,O01408,Proposal,2025-02-11,2025-02-19
H005418,O01408,Closed Lost,2025-02-19,
H005419,O01409,Prospecting,2024-08-30,2024-12-26
H005420,O01409,Closed Lost,2024-12-26,
H005421,O01410,Prospecting,2025-08-04,2025-08-06
H005422,O01410,Qualification,2025-08-06,2025-08-09
H005423,O01410,Proposal,2025-08-09,2025-08-20
H005424,O01410,Negotiation,2025-08-20,2025-09-05
H005425,O01410,Closed Lost,2025-09-05,
H005426,O01411,Prospecting,2025-08-02,2025-10-07
H005427,O01411,Closed Lost,2025-10-07,
H005428,O01412,Prospecting,2024-07-26,2024-08-30
H005429,O01412,Qualification,2024-08-30,2024-10-13
H005430,O01412,Closed Lost,2024-10-13,
H005431,O01413,Prospecting,2025-02-19,2025-02-24
H005432,O01413,Qualification,2025-02-24,2025-03-03
H005433,O01413,Proposal,2025-03-03,2025-03-15
H005434,O01413,Negotiation,2025-03-15,2025-03-17
H005435,O01413,Closed Won,2025-03-17,
H005436,O01414,Prospecting,2025-07-20,2025-08-30
H005437,O01414,Qualification,2025-08-30,2025-09-20
H005438,O01414,Proposal,2025-09-20,2025-10-07
H005439,O01414,Negotiation,2025-10-07,2025-10-20
H005440,O01414,Closed Won,2025-10-20,
H005441,O01415,Prospecting,2025-11-26,2025-12-23
H005442,O01415,Qualification,2025-12-23,2025-12-24
H005443,O01415,Proposal,2025-12-24,2025-12-30
H005444,O01415,Negotiation,2025-12-30,2025-12-31
H005445,O01415,Closed Won,2025-12-31,
H005446,O01416,Prospecting,2026-04-27,2026-05-02
H005447,O01416,Qualification,2026-05-02,2026-05-11
H005448,O01416,Proposal,2026-05-11,
H005449,O01417,Prospecting,2026-05-01,
H005450,O01418,Prospecting,2026-02-01,2026-02-05
H005451,O01418,Qualification,2026-02-05,2026-02-08
H005452,O01418,Proposal,2026-02-08,2026-02-28
H005453,O01418,Negotiation,2026-02-28,2026-04-04
H005454,O01418,Closed Won,2026-04-04,
H005455,O01419,Prospecting,2026-03-02,2026-03-03
H005456,O01419,Qualification,2026-03-03,2026-03-13
H005457,O01419,Proposal,2026-03-13,2026-03-22
H005458,O01419,Negotiation,2026-03-22,2026-03-24
H005459,O01419,Closed Won,2026-03-24,
H005460,O01420,Prospecting,2025-02-01,2025-05-21
H005461,O01420,Closed Lost,2025-05-21,
H005462,O01421,Prospecting,2026-01-16,2026-01-31
H005463,O01421,Qualification,2026-01-31,2026-02-27
H005464,O01421,Proposal,2026-02-27,2026-02-28
H005465,O01421,Negotiation,2026-02-28,2026-03-09
H005466,O01421,Closed Won,2026-03-09,
H005467,O01422,Prospecting,2026-02-14,2026-03-24
H005468,O01422,Qualification,2026-03-24,2026-05-08
H005469,O01422,Closed Lost,2026-05-08,
H005470,O01423,Prospecting,2025-02-24,2025-03-05
H005471,O01423,Qualification,2025-03-05,2025-03-15
H005472,O01423,Proposal,2025-03-15,2025-03-30
H005473,O01423,Negotiation,2025-03-30,2025-05-26
H005474,O01423,Closed Won,2025-05-26,
H005475,O01424,Prospecting,2024-12-25,2025-01-04
H005476,O01424,Qualification,2025-01-04,2025-02-14
H005477,O01424,Closed Lost,2025-02-14,
H005478,O01425,Prospecting,2025-12-04,2026-03-08
H005479,O01425,Closed Lost,2026-03-08,
H005480,O01426,Prospecting,2026-03-08,2026-04-12
H005481,O01426,Qualification,2026-04-12,2026-04-15
H005482,O01426,Proposal,2026-04-15,2026-05-08
H005483,O01426,Negotiation,2026-05-08,2026-05-22
H005484,O01426,Closed Won,2026-05-22,
H005485,O01427,Prospecting,2026-03-08,2026-04-17
H005486,O01427,Closed Lost,2026-04-17,
H005487,O01428,Prospecting,2026-05-10,
H005488,O01429,Prospecting,2025-12-20,2025-12-22
H005489,O01429,Qualification,2025-12-22,2025-12-29
H005490,O01429,Proposal,2025-12-29,2026-02-10
H005491,O01429,Negotiation,2026-02-10,2026-04-18
H005492,O01429,Closed Lost,2026-04-18,
H005493,O01430,Prospecting,2025-12-27,
H005494,O01431,Prospecting,2024-09-01,2024-09-10
H005495,O01431,Qualification,2024-09-10,2024-09-30
H005496,O01431,Proposal,2024-09-30,2024-10-10
H005497,O01431,Negotiation,2024-10-10,2024-10-11
H005498,O01431,Closed Lost,2024-10-11,
H005499,O01432,Prospecting,2024-07-03,2024-07-04
H005500,O01432,Qualification,2024-07-04,2024-07-22
H005501,O01432,Proposal,2024-07-22,2024-07-22
H005502,O01432,Negotiation,2024-07-22,2024-08-14
H005503,O01432,Closed Won,2024-08-14,
H005504,O01433,Prospecting,2024-07-27,2024-08-03
H005505,O01433,Qualification,2024-08-03,2024-08-04
H005506,O01433,Proposal,2024-08-04,2024-09-24
H005507,O01433,Negotiation,2024-09-24,2024-10-27
H005508,O01433,Closed Won,2024-10-27,
H005509,O01434,Prospecting,2026-04-05,2026-05-06
H005510,O01434,Qualification,2026-05-06,
H005511,O01435,Prospecting,2025-09-01,2025-09-25
H005512,O01435,Qualification,2025-09-25,2025-09-29
H005513,O01435,Proposal,2025-09-29,2025-11-01
H005514,O01435,Negotiation,2025-11-01,2025-12-15
H005515,O01435,Closed Won,2025-12-15,
H005516,O01436,Prospecting,2025-09-15,
H005517,O01437,Prospecting,2026-03-22,2026-03-27
H005518,O01437,Qualification,2026-03-27,2026-04-09
H005519,O01437,Proposal,2026-04-09,2026-04-12
H005520,O01437,Negotiation,2026-04-12,2026-05-17
H005521,O01437,Closed Won,2026-05-17,
H005522,O01438,Prospecting,2026-05-26,2026-05-26
H005523,O01438,Qualification,2026-05-26,2026-05-28
H005524,O01438,Proposal,2026-05-28,2026-05-29
H005525,O01438,Negotiation,2026-05-29,
H005526,O01439,Prospecting,2025-01-27,2025-02-03
H005527,O01439,Qualification,2025-02-03,2025-02-09
H005528,O01439,Proposal,2025-02-09,2025-02-22
H005529,O01439,Negotiation,2025-02-22,2025-03-19
H005530,O01439,Closed Won,2025-03-19,
H005531,O01440,Prospecting,2024-10-11,2024-10-20
H005532,O01440,Qualification,2024-10-20,2024-10-21
H005533,O01440,Proposal,2024-10-21,2024-11-03
H005534,O01440,Negotiation,2024-11-03,2024-11-18
H005535,O01440,Closed Won,2024-11-18,
H005536,O01441,Prospecting,2024-12-14,2025-01-10
H005537,O01441,Qualification,2025-01-10,2025-03-06
H005538,O01441,Proposal,2025-03-06,2025-04-12
H005539,O01441,Closed Lost,2025-04-12,
H005540,O01442,Prospecting,2024-10-02,2024-11-05
H005541,O01442,Qualification,2024-11-05,2024-11-17
H005542,O01442,Proposal,2024-11-17,2024-11-21
H005543,O01442,Negotiation,2024-11-21,2024-12-22
H005544,O01442,Closed Won,2024-12-22,
H005545,O01443,Prospecting,2026-03-16,2026-05-30
H005546,O01443,Qualification,2026-05-30,
H005547,O01444,Prospecting,2026-04-23,
H005548,O01445,Prospecting,2024-06-14,2024-07-04
H005549,O01445,Qualification,2024-07-04,2024-07-10
H005550,O01445,Proposal,2024-07-10,2024-07-23
H005551,O01445,Negotiation,2024-07-23,2024-08-04
H005552,O01445,Closed Won,2024-08-04,
H005553,O01446,Prospecting,2026-04-06,2026-04-11
H005554,O01446,Qualification,2026-04-11,2026-04-12
H005555,O01446,Proposal,2026-04-12,
H005556,O01447,Prospecting,2024-05-29,2024-06-23
H005557,O01447,Qualification,2024-06-23,2024-07-08
